Year,Region and country of birth,Total Permanent Residents,Percentage,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2008,Sweden,1019,0.09,7,0,7,0,254,28,21,0,9,107,32,10,5,34,9,3,4,4,6,0,12,41,17,11,0,10,0,0,4,0,29,4,123,30,0,19,5,9,24,0,5,0,0,61,8,3,20,20,3,5,0
2008,Switzerland,720,0.07,0,0,8,0,146,28,17,3,4,60,21,7,0,26,9,0,0,3,4,0,12,32,13,14,0,4,0,0,18,0,30,0,101,18,0,11,0,11,23,0,3,0,0,32,8,4,12,17,0,6,0
2008,Syria,2641,0.24,13,0,44,11,624,5,21,5,4,175,38,0,0,224,23,11,9,24,15,0,35,89,209,24,5,28,0,18,20,3,170,6,157,18,3,129,19,9,137,18,15,3,13,134,9,0,65,20,13,20,0
2008,Taiwan,9073,0.82,28,8,89,11,4411,64,54,3,9,174,183,65,8,243,56,36,35,44,14,0,236,184,116,64,10,69,0,9,48,15,402,23,704,66,7,103,25,84,135,6,21,6,24,598,91,11,143,285,5,34,0
2008,Tajikistan,231,0.02,0,0,5,0,18,18,3,0,0,9,9,0,0,4,0,0,0,0,0,0,7,0,0,0,0,5,0,14,0,0,8,0,61,0,0,6,0,15,10,0,6,0,0,5,0,0,9,7,0,0,0
2008,Tanzania,838,0.08,14,0,20,0,55,10,8,4,6,43,35,0,0,26,11,10,21,3,0,0,68,62,19,19,3,15,0,4,4,0,20,5,67,13,0,37,5,8,27,5,13,0,14,85,3,0,33,19,4,14,0
2008,Thailand,6637,0.6,23,80,80,30,1998,76,33,7,11,336,117,79,14,151,57,22,29,26,30,13,156,112,82,651,12,59,14,18,159,18,87,22,245,113,0,69,31,88,97,16,40,5,26,249,50,8,185,176,7,594,8
2008,Togo,1661,0.15,13,0,29,0,23,17,30,5,23,35,105,0,6,133,15,4,4,14,6,0,298,25,11,139,0,11,0,93,3,0,53,0,251,64,0,23,0,6,56,7,5,0,9,42,7,0,74,4,0,8,0
2008,Tonga,365,0.03,0,18,12,0,149,3,0,0,0,0,0,67,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,47,0,0,9,0,0,0
2008,Trinidad and Tobago,5937,0.54,13,0,9,0,90,9,55,6,33,883,190,0,0,28,25,3,4,13,21,0,321,124,19,16,3,3,0,5,8,3,359,0,3107,47,0,32,4,3,170,7,16,0,8,149,0,0,92,15,4,10,0
2008,Tunisia,410,0.04,4,0,0,0,54,3,6,4,7,55,13,0,0,10,0,0,0,0,0,0,16,5,10,9,0,5,0,4,3,0,18,0,54,10,0,7,0,0,18,0,0,0,0,25,0,0,39,3,0,3,0
2008,Turkey,4210,0.38,16,5,53,16,546,36,95,41,28,270,121,4,0,140,28,10,21,14,29,5,119,162,64,36,4,41,0,8,26,10,483,5,797,62,0,62,20,18,147,17,15,0,35,257,7,3,206,84,4,30,0
2008,Turkmenistan,274,0.02,0,0,3,0,58,0,4,0,0,17,4,0,0,7,0,4,0,0,0,0,0,8,7,0,0,0,0,0,3,0,13,0,48,0,0,4,0,4,11,0,0,0,0,10,7,0,9,12,0,30,0
2008,Turks and Caicos Islands,35,0.0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Tuvalu,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,U.S. Virgin Islands,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Uganda,1174,0.11,4,0,16,7,193,32,11,8,5,28,24,0,0,52,10,14,4,3,5,10,69,239,24,42,4,11,4,0,6,0,27,5,40,11,19,37,7,0,28,0,0,0,10,61,6,0,50,23,0,13,0
2008,Ukraine,10813,0.98,58,43,63,19,1536,174,194,8,7,446,141,9,24,951,110,24,35,35,24,16,150,260,283,137,7,92,15,33,31,26,530,16,1965,173,9,311,37,466,568,5,56,12,69,226,50,0,173,1080,9,92,9
2008,United Arab Emirates,693,0.06,7,0,9,0,132,5,10,0,0,43,18,0,0,44,3,0,7,6,0,0,11,16,29,12,0,0,0,0,7,0,34,0,66,11,0,29,0,4,13,0,3,0,10,89,0,0,44,7,0,5,0
2008,United Kingdom,14348,1.3,83,8,245,45,2347,223,314,35,82,1490,559,38,33,433,182,45,53,92,81,50,314,449,326,125,27,152,21,23,86,90,633,40,1559,396,9,274,61,150,446,44,144,10,152,1201,93,47,446,401,31,119,13
2008,United States,216,0.02,0,0,6,0,37,0,0,0,3,29,9,0,0,6,3,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,4,0,26,0,0,4,0,0,0,0,0,0,0,32,7,0,5,0,0,0,0
2008,Uruguay,1451,0.13,0,0,5,0,51,8,22,0,6,551,78,3,0,12,3,0,0,3,8,0,28,66,3,7,3,4,0,0,6,9,226,3,127,27,0,12,0,0,23,0,10,0,4,34,20,0,42,5,0,7,0
2008,Uzbekistan,6375,0.58,18,8,171,4,469,119,56,3,6,261,218,0,192,150,28,0,15,177,7,0,168,114,73,15,5,143,0,6,4,31,174,6,1915,65,0,228,20,173,412,0,60,9,59,112,68,57,213,304,0,30,0
2008,Vanuatu,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Venezuela,10514,0.95,20,0,55,9,367,72,70,14,30,6050,319,10,4,119,58,9,23,24,62,0,141,147,52,47,10,29,0,9,32,3,213,4,515,118,0,94,57,18,104,24,47,0,72,894,120,4,164,60,6,31,6
2008,Vietnam,31497,2.84,93,14,471,110,11086,472,176,27,35,1197,1063,210,51,480,166,252,421,91,428,34,500,973,424,604,110,336,5,169,168,78,471,60,537,1046,20,329,278,667,941,27,101,27,226,3534,237,15,1056,1570,15,78,5
2008,Western Sahara,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Yemen,1872,0.17,30,0,10,0,288,3,19,9,0,7,5,0,0,48,46,0,0,0,11,0,0,4,575,24,13,0,0,0,0,0,11,0,612,22,0,10,0,0,13,0,4,0,38,7,0,0,24,18,0,0,0
2008,Zambia,613,0.06,0,0,23,0,55,7,10,4,4,33,69,0,0,33,23,4,0,6,0,0,33,21,24,6,0,8,0,0,0,0,10,0,54,16,0,14,0,3,16,0,3,0,0,80,0,0,13,17,0,4,0
2008,Zimbabwe,953,0.09,0,0,18,0,97,8,8,0,5,47,67,0,0,20,69,3,8,17,3,0,44,34,24,9,0,9,0,15,0,8,42,0,44,28,4,26,6,7,48,4,6,0,12,141,0,0,39,12,4,4,0
2008,- Represents zero.,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1 Korea Includes both North and South Korea,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"2 Yugoslavia (unknown republic) prior to February 7, 2003.",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Source: U.S. Department of Homeland Security,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Total,1130818,100.0,3891,1608,20997,2942,227876,12841,13632,2184,2934,127006,28396,6929,3120,41889,9087,3963,5319,5260,4299,1675,26722,32607,18919,18020,1652,7142,553,3989,12334,2483,58879,3887,150722,18562,843,15375,5007,9026,24105,4156,4747,1271,9042,95384,6466,792,29825,27562,734,6727,429
2009,Afghanistan,3165,0.28,3,0,102,0,982,65,42,11,0,55,88,6,61,36,26,8,11,3,9,5,74,14,29,9,0,55,0,21,35,10,44,5,340,36,0,16,11,34,64,5,17,10,25,164,32,0,521,55,0,19,0
2009,Albania,5137,0.45,3,0,53,4,84,18,346,5,8,455,15,0,8,341,7,6,6,0,0,4,69,542,749,12,0,65,0,0,23,13,255,0,1211,26,0,128,7,17,355,0,25,0,19,76,11,7,66,21,0,69,0
2009,Algeria,1485,0.13,8,0,13,0,238,19,15,0,6,69,22,3,0,76,23,0,8,6,11,0,20,111,24,20,0,7,0,0,9,0,110,3,225,35,0,52,0,4,113,0,3,0,3,91,0,0,87,18,0,19,0
2009,American Samoa,19,0.0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Andorra,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Angola,173,0.02,0,0,5,0,5,0,0,0,0,14,5,0,0,0,3,0,0,0,0,0,7,47,0,0,0,0,0,0,0,0,7,0,12,6,0,0,0,0,10,15,0,0,0,19,0,0,3,3,0,0,0
2009,Anguilla,21,0.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Antigua-Barbuda,437,0.04,0,0,4,0,6,0,7,0,0,57,15,0,0,4,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,26,0,178,7,0,0,0,0,11,0,3,0,0,9,0,0,6,3,0,0,0
2009,Argentina,5780,0.51,13,0,42,14,713,47,92,4,30,2392,88,20,4,82,14,8,13,12,13,3,81,87,44,39,8,20,0,5,70,0,325,7,513,54,0,55,12,31,71,9,29,0,28,295,103,0,128,67,0,18,0
2009,Armenia,3442,0.3,0,0,19,0,2636,12,20,0,5,53,9,0,0,30,5,0,0,0,4,3,32,62,14,0,0,6,0,0,59,0,69,0,187,9,0,29,0,10,29,12,0,0,9,30,12,0,28,35,0,0,0
2009,Aruba,38,0.0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Australia,2622,0.23,17,13,49,12,571,87,48,5,17,126,68,17,13,96,26,21,11,14,10,5,52,58,50,42,9,29,6,7,30,13,87,11,287,63,5,37,12,31,56,9,15,0,31,182,29,5,62,126,4,37,6
2009,Austria,512,0.05,0,0,6,0,110,8,4,0,3,51,17,4,0,18,0,4,0,0,5,0,18,28,14,6,0,3,0,0,6,3,26,0,63,13,0,14,0,3,13,3,0,0,0,23,3,3,13,7,0,5,0
2009,Azerbaijan,834,0.07,0,3,5,0,231,4,15,0,0,24,5,0,13,12,4,0,3,9,0,0,35,24,15,4,0,9,0,0,6,3,22,0,197,24,0,8,3,5,24,0,0,0,5,32,11,0,20,39,0,0,0
2009,Bahamas,751,0.07,3,0,0,0,11,0,6,0,0,467,56,0,0,7,4,0,0,4,5,0,9,7,7,4,3,0,0,0,0,0,7,0,30,27,0,7,5,0,10,0,8,0,12,28,0,0,0,0,0,0,0
2009,Bahrain,120,0.01,0,0,0,0,17,0,0,0,0,4,7,0,0,7,0,3,0,0,0,0,3,0,7,3,0,3,0,0,0,0,11,0,13,3,0,3,0,0,3,0,0,0,0,14,0,0,4,4,0,0,0
2009,Bangladesh,16651,1.47,46,0,103,8,958,38,299,38,28,625,518,8,0,162,44,6,46,14,42,6,282,263,908,70,12,43,0,5,51,14,1237,0,8529,60,4,119,42,18,465,16,20,0,22,717,10,4,631,67,12,16,0
2009,Barbados,603,0.05,5,0,3,0,16,0,16,0,5,61,13,0,0,5,3,0,0,0,0,0,25,42,0,0,0,0,0,0,0,0,31,0,296,11,0,4,0,0,13,0,0,0,0,11,0,0,7,7,0,3,0
2009,Belarus,2407,0.21,4,4,11,0,317,54,55,18,3,141,38,6,4,168,7,0,0,10,3,7,46,158,15,90,0,14,0,0,16,4,158,5,444,45,0,40,11,28,141,4,23,0,6,42,3,3,55,172,0,26,0
2009,Belgium,686,0.06,0,0,18,4,120,5,17,0,5,60,29,4,5,16,9,6,5,0,3,0,15,27,10,6,0,8,0,0,9,0,41,3,101,7,0,16,0,14,12,0,8,0,8,45,3,0,21,12,0,3,0
2009,Belize,1041,0.09,0,0,24,3,372,3,4,0,0,93,21,0,0,105,3,0,0,8,8,0,4,4,0,5,0,0,0,0,19,0,11,4,174,16,0,5,0,5,9,0,0,0,6,104,0,0,4,9,0,4,0
2009,Benin,401,0.04,0,0,4,0,14,21,0,0,3,5,24,0,0,40,18,0,0,6,4,0,34,9,0,16,0,3,0,17,3,0,8,0,52,12,0,14,0,0,20,0,0,0,8,28,0,0,15,9,0,0,0
2009,Bermuda,108,0.01,5,0,0,0,5,0,5,0,0,16,12,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,4,0,10,4,0,0,0,0,9,0,3,0,0,4,0,0,3,0,0,0,0
2009,Bhutan,594,0.05,0,0,49,0,33,0,0,0,0,7,122,0,19,20,0,0,5,9,0,0,16,21,0,14,0,14,0,0,0,16,0,0,26,3,0,26,0,12,21,0,0,3,0,77,27,10,7,28,0,0,0
2009,Bolivia,2837,0.25,5,0,14,5,269,11,17,0,6,499,33,0,0,32,12,0,6,11,15,0,156,57,8,16,0,5,0,0,20,0,88,7,196,14,0,8,4,5,21,68,12,0,7,162,35,0,973,10,0,8,0
2009,Bosnia-Herzegovina,1501,0.13,3,0,52,3,85,33,20,0,7,122,69,0,25,133,16,58,7,49,10,0,8,26,73,28,0,115,0,8,26,13,29,0,89,21,18,31,0,9,53,3,0,4,19,80,29,7,34,48,0,27,0
2009,Botswana,55,0.0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2009,Brazil,14701,1.3,76,13,116,22,1680,106,552,10,45,3620,594,85,29,199,76,15,50,31,63,19,229,2025,160,84,26,72,10,21,98,87,1157,28,1085,221,3,112,29,54,219,66,87,5,70,619,183,11,243,197,7,58,9
2009,British Virgin Islands,46,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Brunei,26,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2009,Bulgaria,3133,0.28,8,7,68,5,401,43,25,20,14,257,102,10,4,504,31,7,15,16,9,12,72,170,43,32,0,58,0,4,118,3,148,10,270,37,0,42,12,19,86,3,40,7,11,93,18,0,126,107,0,35,3
2009,Burkina Faso,416,0.04,3,0,3,0,8,5,4,0,0,0,20,0,0,10,6,3,0,0,6,0,39,8,3,5,0,0,0,7,0,0,38,3,123,8,0,13,4,0,16,0,0,0,3,24,0,3,14,18,0,3,0
2009,Burma,13621,1.2,4,5,472,4,1252,174,70,0,6,469,557,15,97,450,1430,70,161,185,15,10,521,106,330,724,0,97,0,260,28,0,101,5,1348,508,4,292,226,134,215,0,41,61,240,2004,259,0,209,316,3,137,0
2009,Burundi,1505,0.13,13,0,103,0,33,24,15,0,0,30,80,0,62,54,0,54,6,45,9,0,12,52,50,5,0,27,0,4,8,21,9,8,70,18,19,28,0,19,12,4,0,33,105,295,47,18,51,51,0,5,0
2009,Cambodia,3771,0.33,7,0,33,4,1202,37,55,0,6,95,88,11,0,50,16,11,13,29,13,28,33,400,25,231,7,14,0,0,26,7,21,0,71,53,0,91,9,57,167,65,18,0,31,277,35,0,79,318,0,28,0
2009,Cameroon,3463,0.31,30,0,43,11,167,14,6,37,57,57,243,0,6,99,8,5,24,36,13,0,1158,118,68,145,5,28,0,6,7,11,71,4,126,34,10,93,51,6,66,0,17,8,19,352,13,0,128,28,0,24,0
2009,Canada,16140,1.43,84,62,463,73,2510,300,240,35,67,1390,384,95,89,511,183,77,76,99,66,82,207,493,672,254,33,169,67,41,209,81,485,59,1368,439,65,349,93,200,387,43,137,36,205,1255,154,52,308,1142,20,190,18
2009,Cape Verde,2238,0.2,0,0,0,0,13,0,64,0,0,14,3,0,0,0,0,0,0,0,0,0,4,1654,0,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,6,436,0,0,0,0,0,0,0,0,0,0,0
2009,Cayman Islands,45,0.0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Central African Republic,107,0.01,0,0,3,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,9,0,0,0,0,12,0,0,11,0,0,0,0
2009,Chad,102,0.01,0,0,5,0,4,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,19,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
2009,Chile,2250,0.2,12,3,28,10,341,46,51,9,10,596,34,0,10,38,6,11,8,4,12,0,60,44,10,28,0,15,3,0,26,6,117,8,217,42,0,25,4,10,67,4,10,0,24,111,71,0,43,42,0,8,6
2009,"China, People's Republic",64238,5.68,240,65,499,110,17139,466,616,117,85,1366,859,605,84,1739,434,152,191,245,228,71,1195,2202,711,524,102,405,39,94,518,151,2271,133,19921,709,39,774,170,454,1620,102,210,38,407,2616,182,46,1126,1474,58,361,36
2009,Christmas Island,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Colombia,27849,2.46,76,22,192,34,1386,119,548,34,63,11139,1009,7,24,456,77,27,61,40,89,13,374,788,71,118,21,87,11,51,161,74,2867,24,3422,575,10,133,67,46,384,223,288,0,126,1513,79,6,403,150,20,85,0
2009,Comoros,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Congo, Democratic Republic",2122,0.19,19,0,44,0,126,75,37,0,6,27,110,0,91,118,24,45,9,94,5,32,95,50,38,35,0,28,0,6,6,31,12,17,107,149,0,42,4,16,30,6,0,13,24,371,22,9,91,35,3,12,0
2009,"Congo, Republic",1563,0.14,16,0,108,0,52,44,16,0,5,21,95,0,24,116,7,10,9,25,17,3,72,41,36,21,0,24,0,4,23,20,13,0,102,108,3,51,0,14,25,3,0,39,40,216,11,17,65,38,0,0,0
2009,Cook Islands,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Costa Rica,2384,0.21,7,0,25,0,191,23,27,4,5,519,87,5,4,25,20,4,5,4,21,0,44,53,19,13,11,0,0,3,24,0,490,8,149,174,0,12,9,16,61,5,41,0,25,104,17,0,56,26,0,18,0
2009,Cote d'Ivoire,2159,0.19,4,0,66,0,92,31,31,8,17,41,107,0,0,46,31,35,12,17,4,3,170,61,31,61,0,58,0,7,7,34,85,0,539,45,14,51,6,6,121,37,6,21,30,111,25,0,40,27,0,16,0
2009,Croatia,496,0.04,0,0,9,0,54,9,6,0,0,39,12,0,0,37,8,12,0,0,4,0,11,17,5,3,0,8,0,0,13,0,30,0,84,5,0,21,0,5,13,0,5,0,0,27,7,0,10,15,0,6,0
2009,Cuba,38954,3.44,53,6,293,6,451,64,45,14,3,31928,255,3,4,150,15,13,45,616,169,4,27,54,114,22,20,100,0,88,735,6,880,114,416,149,0,25,4,144,163,4,14,0,145,1192,34,0,147,64,0,11,0
2009,Cyprus,142,0.01,0,0,7,0,25,0,0,0,0,10,4,0,0,8,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,13,0,31,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0
2009,Czech Republic,146,0.01,0,0,9,0,17,4,0,0,0,13,0,0,0,15,0,0,0,0,0,0,3,8,5,0,0,0,0,0,4,0,0,0,19,4,0,0,0,0,5,0,0,0,4,10,0,0,0,6,0,0,0
2009,"Czechoslovakia, former",865,0.08,8,3,20,0,117,22,16,0,6,161,33,8,0,84,5,3,0,0,5,0,22,25,14,5,3,9,0,0,7,0,23,0,79,35,0,9,4,4,20,0,9,0,13,21,3,0,20,27,0,5,0
2009,Denmark,603,0.05,0,0,8,0,133,21,15,0,0,42,26,0,0,20,3,3,6,5,0,0,12,18,0,10,0,0,0,0,0,3,21,0,58,15,0,10,3,7,6,0,0,0,0,60,0,0,20,48,0,4,0
2009,Djibouti,54,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,0,0,0
2009,Dominica,484,0.04,0,4,0,0,7,0,12,0,4,68,16,0,0,0,0,0,0,0,0,0,9,22,4,0,0,0,0,0,0,0,46,0,115,3,0,0,0,0,4,0,0,0,3,23,0,0,4,0,0,0,0
2009,Dominican Republic,49414,4.37,17,53,62,6,190,27,733,68,103,4024,302,5,6,157,61,12,10,24,92,18,389,4048,138,77,11,27,0,13,69,197,7445,6,23793,330,0,173,13,9,1848,1047,42,3,52,251,29,4,170,29,4,56,0
2009,East Timor,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Ecuador,12128,1.07,8,6,58,18,573,28,409,12,15,1867,143,11,9,415,23,14,14,12,34,8,150,124,20,89,15,17,0,6,61,15,2330,27,4409,249,3,35,18,11,165,19,69,0,35,285,64,4,146,38,4,13,0
2009,Egypt,8844,0.78,26,3,60,8,1244,36,89,50,16,379,99,4,5,263,65,26,17,35,26,23,129,254,137,100,15,36,6,25,38,24,1587,12,1463,153,4,182,13,72,323,12,50,15,667,369,17,8,484,114,18,35,0
2009,El Salvador,19909,1.76,25,15,125,197,6509,114,77,10,263,674,410,5,14,162,95,77,84,32,32,5,1635,533,30,108,5,54,0,87,417,10,657,23,2100,370,0,48,18,56,59,33,32,16,87,2632,89,0,1646,175,8,28,0
2009,Equatorial Guinea,32,0.0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Eritrea,1928,0.17,0,0,63,0,289,114,3,8,44,23,107,0,5,49,24,17,12,4,6,0,118,52,12,70,0,57,0,0,78,0,13,0,23,46,0,40,9,19,24,9,0,73,15,152,36,0,130,169,0,6,0
2009,Estonia,282,0.02,0,3,6,0,23,5,5,0,0,56,5,0,0,13,4,0,0,3,0,0,6,3,0,4,0,4,0,0,5,0,20,0,39,8,0,5,0,0,6,0,0,0,0,13,0,0,13,12,0,0,0
2009,Ethiopia,15462,1.37,29,15,233,15,1414,718,66,12,506,193,931,7,30,393,114,100,116,96,26,28,1440,371,196,1614,14,176,24,83,508,21,107,28,337,216,14,473,44,263,274,10,33,136,302,1025,76,0,1302,1168,23,126,9
2009,Falkland Islands,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Fiji,1194,0.11,0,5,4,0,913,3,0,0,0,18,0,14,0,7,0,0,0,0,0,0,8,0,0,5,0,6,0,0,6,0,0,4,0,3,0,7,0,31,0,0,0,0,0,16,7,0,0,119,0,0,0
2009,Finland,423,0.04,0,0,3,0,63,5,13,0,3,65,27,0,0,8,0,0,0,0,0,0,7,11,6,7,0,5,4,0,0,4,3,0,38,12,0,7,0,0,8,0,6,0,3,55,4,0,13,22,0,5,0
2009,France,4491,0.4,13,0,66,8,1066,39,51,3,49,453,125,16,5,119,27,10,8,18,20,5,98,186,59,50,4,27,5,6,48,18,167,23,757,86,0,53,7,22,118,13,33,4,29,253,14,5,110,147,3,30,3
2009,French Guiana,18,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,French Polynesia,30,0.0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Gabon,171,0.02,0,0,4,0,4,3,0,0,4,4,14,0,5,11,0,0,0,0,0,0,13,4,8,0,0,0,0,3,6,0,0,0,12,5,0,0,0,0,4,0,0,0,0,34,0,0,9,0,0,0,0
2009,Gambia,978,0.09,9,11,6,0,18,4,0,0,0,8,107,0,0,7,4,3,15,16,0,0,87,13,19,31,0,6,0,0,0,0,14,0,232,64,0,36,4,4,28,15,0,0,20,32,0,0,15,89,0,43,0
2009,Georgia,1578,0.14,5,0,7,0,219,13,18,3,7,73,29,0,12,43,5,0,0,11,3,0,20,22,7,12,0,7,0,0,14,4,192,5,554,21,0,31,3,8,90,3,10,0,5,22,9,0,30,42,0,4,0
2009,Germany,7583,0.67,75,23,140,16,1295,153,101,24,39,683,244,44,22,239,75,44,40,49,50,29,161,233,234,73,28,83,21,15,59,38,220,52,850,213,8,165,45,79,208,28,116,12,89,505,62,4,255,216,16,93,4
2009,Ghana,8401,0.74,27,5,57,22,257,151,203,52,14,156,465,0,9,301,41,21,14,51,14,0,692,498,73,154,3,47,5,16,25,4,745,11,1926,216,6,538,59,13,251,66,27,0,72,323,17,8,605,86,10,38,0
